index,elapsed_s,model,series_r,series_l,series_c,impedance_imag_ohm,phase_diff_deg,current_phase_deg,sample_rate_hz,current_amplitude_a,samples_per_period,voltage_pga,impedance_mag_ohm,voltage_amplitude_v,shunt_resistance_ohm,voltage_phase_deg,current_pga,dds_frequency_hz,shunt_range,impedance_real_ohm,captured_cycles
753,129.669326,Series RC,-1.032856,,5.40679632016e-07,-2.943609,-109.334983,-32.607734,1000000,0.009006,10.000000,1,3.119555,0.028095,100.000000,38.057277,0,100000,0,-1.032856,50.000000
754,129.842393,Series RC,-1.070704,,5.24116663105e-07,-3.036632,-109.422439,-143.872436,1000000,0.008998,10.000000,1,3.219867,0.028974,100.000000,-73.294883,0,100000,0,-1.070704,50.000000
755,130.015315,Series RC,-0.844107,,5.45089816613e-07,-2.919793,-106.124481,163.705520,1000000,0.009041,10.000000,1,3.039360,0.027479,100.000000,-122.418975,0,100000,0,-0.844107,50.000000
756,130.186519,Series RC,-0.889387,,5.63769879548e-07,-2.823048,-107.486770,-18.690843,1000000,0.009044,10.000000,1,2.959832,0.026767,100.000000,53.822387,0,100000,0,-0.889387,50.000000
757,130.359789,Series RC,-1.066928,,5.16203529639e-07,-3.083182,-109.088066,-74.281539,1000000,0.009001,10.000000,1,3.262567,0.029365,100.000000,-3.369613,0,100000,0,-1.066928,50.000000
758,130.532782,Series RC,-0.869787,,5.26671250175e-07,-3.021903,-106.057258,94.633735,1000000,0.009033,10.000000,1,3.144587,0.028406,100.000000,168.576477,0,100000,0,-0.869787,50.000000
759,130.705537,Series RC,-0.907364,,5.22104503251e-07,-3.048335,-106.576110,-83.538490,1000000,0.009031,10.000000,1,3.180511,0.028723,100.000000,-10.114590,0,100000,0,-0.907364,50.000000
760,130.877913,Series RC,-0.961083,,5.14981876993e-07,-3.090496,-107.274642,-117.191757,1000000,0.009018,10.000000,1,3.236486,0.029187,100.000000,-44.466407,0,100000,0,-0.961083,50.000000
761,131.050545,Series RC,-0.896676,,5.23772039017e-07,-3.038630,-106.440917,167.960464,1000000,0.009031,10.000000,1,3.168170,0.028613,100.000000,-118.480445,0,100000,0,-0.896676,50.000000
762,131.222876,Series RC,-0.983744,,5.13258170974e-07,-3.100875,-107.601486,-8.125539,1000000,0.009017,10.000000,1,3.253180,0.029333,100.000000,64.272964,0,100000,0,-0.983744,50.000000
763,131.396791,Series RC,-1.049951,,5.11816082173e-07,-3.109612,-108.657089,139.697158,1000000,0.009008,10.000000,1,3.282085,0.029566,100.000000,-148.959930,0,100000,0,-1.049951,50.000000
