index,elapsed_s,model,series_r,series_l,series_c,shunt_range,voltage_pga,impedance_imag_ohm,impedance_real_ohm,phase_diff_deg,shunt_resistance_ohm,current_pga,current_phase_deg,impedance_mag_ohm,samples_per_period,current_amplitude_a,sample_rate_hz,captured_cycles,dds_frequency_hz,voltage_amplitude_v,voltage_phase_deg
256,13.547293,Series RL,0.217293,0.000107848676036,,0,1,40.657993,0.217293,89.693786,100.000000,1,-55.051273,40.658573,16.666666,0.007518,1000000,24.000000,60000,0.305659,-145.357482
257,13.603712,Series RL,0.196541,0.000107868994817,,0,1,40.665653,0.196541,89.723083,100.000000,1,-132.125045,40.666126,16.666666,0.007516,1000000,24.000000,60000,0.305631,137.598007
258,13.663740,Series RL,0.194154,0.00010785169998,,0,1,40.659133,0.194154,89.726402,100.000000,1,80.180549,40.659599,16.666666,0.007518,1000000,24.000000,60000,0.305665,-10.093050
259,13.730056,Series RL,0.195213,0.000107850222491,,0,1,40.658576,0.195213,89.724906,100.000000,1,-6.087061,40.659046,16.666666,0.007513,1000000,24.000000,60000,0.305462,-96.362159
260,13.784028,Series RL,0.193679,0.00010785179282,,0,1,40.659168,0.193679,89.727073,100.000000,1,-99.339965,40.659629,16.666666,0.007517,1000000,24.000000,60000,0.305648,170.387115
261,13.838125,Series RL,0.172019,0.000107885881156,,0,1,40.672019,0.172019,89.757675,100.000000,1,-124.934509,40.672382,16.666666,0.007517,1000000,24.000000,60000,0.305749,144.823181
262,13.891148,Series RL,0.173845,0.000107890730077,,0,1,40.673847,0.173845,89.755111,100.000000,1,98.885314,40.674217,16.666666,0.007517,1000000,24.000000,60000,0.305728,8.640422
263,13.944855,Series RL,0.180222,0.000107897093622,,0,1,40.676246,0.180222,89.746139,100.000000,1,-166.639083,40.676647,16.666666,0.007516,1000000,24.000000,60000,0.305720,103.107063
264,13.999013,Series RL,0.179833,0.000107896345594,,0,1,40.675964,0.179833,89.746688,100.000000,1,-124.703163,40.676361,16.666666,0.007519,1000000,24.000000,60000,0.305840,145.043518
265,14.052123,Series RL,0.206859,0.00010785451437,,0,1,40.660194,0.206859,89.708511,100.000000,1,73.860488,40.660720,16.666666,0.007517,1000000,24.000000,60000,0.305643,-16.431003
266,14.106805,Series RL,0.189701,0.000107863408478,,0,1,40.663547,0.189701,89.732711,100.000000,1,-14.221440,40.663990,16.666666,0.007517,1000000,24.000000,60000,0.305652,-104.488731
267,14.162712,Series RL,0.197749,0.000107906422754,,0,1,40.679763,0.197749,89.721481,100.000000,1,-38.380325,40.680244,16.666666,0.007514,1000000,24.000000,60000,0.305681,-128.658843
268,14.214491,Series RL,0.188985,0.000107889414396,,0,1,40.673351,0.188985,89.733779,100.000000,1,-3.056111,40.673789,16.666666,0.007519,1000000,24.000000,60000,0.305828,-93.322326
269,14.268358,Series RL,0.196495,0.000107851681412,,0,1,40.659126,0.196495,89.723098,100.000000,1,0.723740,40.659599,16.666666,0.007517,1000000,24.000000,60000,0.305621,-89.553153
270,14.322836,Series RL,0.190707,0.00010787617801,,0,1,40.668361,0.190707,89.731315,100.000000,1,34.031963,40.668807,16.666666,0.007517,1000000,24.000000,60000,0.305708,-56.236713
271,14.375071,Series RL,0.178357,0.000107880732494,,0,1,40.670078,0.178357,89.748725,100.000000,1,-52.274078,40.670471,16.666666,0.007518,1000000,24.000000,60000,0.305762,-142.525344
272,14.428137,Series RL,0.191570,0.000107908881698,,0,1,40.680690,0.191570,89.730186,100.000000,1,34.868503,40.681140,16.666666,0.007517,1000000,24.000000,60000,0.305791,-55.401309
273,14.479220,Series RL,0.183281,0.00010787085693,,0,1,40.666355,0.183281,89.741767,100.000000,1,-167.137573,40.666767,16.666666,0.007518,1000000,24.000000,60000,0.305746,102.604202
274,14.530521,Series RL,0.185392,0.000107886793645,,0,1,40.672363,0.185392,89.738838,100.000000,1,-83.197227,40.672786,16.666666,0.007517,1000000,24.000000,60000,0.305742,-173.458389
275,14.586136,Series RL,0.193209,0.000107827789602,,0,1,40.650119,0.193209,89.727676,100.000000,1,-156.824279,40.650577,16.666666,0.007519,1000000,24.000000,60000,0.305661,112.903388
276,14.642805,Series RL,0.211610,0.000107850233102,,0,1,40.658580,0.211610,89.701797,100.000000,1,-47.852699,40.659133,16.666666,0.007516,1000000,24.000000,60000,0.305614,-138.150894
277,14.695750,Series RL,0.193893,0.00010788971679,,0,1,40.673465,0.193893,89.726867,100.000000,1,-75.965759,40.673927,16.666666,0.007515,1000000,24.000000,60000,0.305649,-166.238891
